Name,Country,Query_Name,Latitude,Longitude,
Songkhla,Thailande,SONGKHLA,7.1756004,100.614347,"Harbor.create(name: ""Songkhla"", lat: 7.1756004, lng: 100.614347, query: ""SONGKHLA"")"
Sonok Do,Coree du Sud,SONOK_DO,,,
Sooke,Canada,SOOKE,48.37403459999999,-123.7355539,"Harbor.create(name: ""Sooke"", lat: 48.37403459999999, lng: -123.7355539, query: ""SOOKE"")"
Southampton,Royaume-Uni,SOUTHAMPTON,50.90970040000001,-1.4043509,"Harbor.create(name: ""Southampton"", lat: 50.90970040000001, lng: -1.4043509, query: ""SOUTHAMPTON"")"
Sovetskaya,Federation de Russie,SOVETSKAYA,57.83927060000001,50.0744808,"Harbor.create(name: ""Sovetskaya"", lat: 57.83927060000001, lng: 50.0744808, query: ""SOVETSKAYA"")"
Split,Croatie,SPLIT,43.5081323,16.4401935,"Harbor.create(name: ""Split"", lat: 43.5081323, lng: 16.4401935, query: ""SPLIT"")"
Spurn Head,Royaume-Uni,IMMINGHAM,53.57796159999999,0.1162126,"Harbor.create(name: ""Spurn Head"", lat: 53.57796159999999, lng: 0.1162126, query: ""IMMINGHAM"")"
St-Peter Port,Guernesey,ST-PETER_PORT,49.460563,-2.533856,"Harbor.create(name: ""St-Peter Port"", lat: 49.460563, lng: -2.533856, query: ""ST-PETER_PORT"")"
Stavanger,Norvege,STAVANGER,58.9699756,5.7331073,"Harbor.create(name: ""Stavanger"", lat: 58.9699756, lng: 5.7331073, query: ""STAVANGER"")"
Steveston,Canada,STEVESTON,49.1336586,-123.179328,"Harbor.create(name: ""Steveston"", lat: 49.1336586, lng: -123.179328, query: ""STEVESTON"")"
Stockton,Etats-Unis,STOCKTON,37.9577016,-121.2907796,"Harbor.create(name: ""Stockton"", lat: 37.9577016, lng: -121.2907796, query: ""STOCKTON"")"
Stony Point,Australie,STONY_POINT,-42.91999999999999,147.03,"Harbor.create(name: ""Stony Point"", lat: -42.91999999999999, lng: 147.03, query: ""STONY_POINT"")"
Suez (As-Suways),Egypte,SUEZ,29.9668343,32.5498069,"Harbor.create(name: ""Suez (As-Suways)"", lat: 29.9668343, lng: 32.5498069, query: ""SUEZ"")"
Sullom Voe,Royaume-Uni (Iles Shetland),SULLOM_VOE,60.467541,-1.257156,"Harbor.create(name: ""Sullom Voe"", lat: 60.467541, lng: -1.257156, query: ""SULLOM_VOE"")"
Sungai Kutei,Indonesie,SUNGAI_KUTEI,-0.3374220000000001,117.2499749,"Harbor.create(name: ""Sungai Kutei"", lat: -0.3374220000000001, lng: 117.2499749, query: ""SUNGAI_KUTEI"")"
Sungai Muturi,Indonesie,SUNGAI_MUTURI,,,
Sungai Palembang,Indonesie,AIR_MUSI,-2.9776238,104.7506355,"Harbor.create(name: ""Sungai Palembang"", lat: -2.9776238, lng: 104.7506355, query: ""AIR_MUSI"")"
Sungai Sarawak,Malaisie,SUNGAI_SARAWAK,,,
Sunwi Do,Coree du Nord,SUNWI_DO,37.7303959,125.2642885,"Harbor.create(name: ""Sunwi Do"", lat: 37.7303959, lng: 125.2642885, query: ""SUNWI_DO"")"
Surabaya,Indonesie,SURABAYA,-7.2574719,112.7520883,"Harbor.create(name: ""Surabaya"", lat: -7.2574719, lng: 112.7520883, query: ""SURABAYA"")"
Suva,Fidji,SUVA,-18.1248086,178.4500789,"Harbor.create(name: ""Suva"", lat: -18.1248086, lng: 178.4500789, query: ""SUVA"")"
Swansea,Royaume-Uni,SWANSEA,51.62144,-3.943645999999999,"Harbor.create(name: ""Swansea"", lat: 51.62144, lng: -3.943645999999999, query: ""SWANSEA"")"
Sydney,Australie,SYDNEY,-33.8688197,151.2092955,"Harbor.create(name: ""Sydney"", lat: -33.8688197, lng: 151.2092955, query: ""SYDNEY"")"
Sydney Cape Breton,Canada,SYDNEY_CAPE_BRETON,46.1367899,-60.19422399999999,"Harbor.create(name: ""Sydney Cape Breton"", lat: 46.1367899, lng: -60.19422399999999, query: ""SYDNEY_CAPE_BRETON"")"
Tacloban,Philippines,TACLOBAN,11.2543388,124.9616867,"Harbor.create(name: ""Tacloban"", lat: 11.2543388, lng: 124.9616867, query: ""TACLOBAN"")"
Tacoma,Etats-Unis,TACOMA,47.2528768,-122.4442906,"Harbor.create(name: ""Tacoma"", lat: 47.2528768, lng: -122.4442906, query: ""TACOMA"")"
Tadine,France (Nouvelle-Caledonie),TADINE,,,
Taehuksan Do,Coree du Sud,TAEHUKSAN_DO,34.6886111,125.4358333,"Harbor.create(name: ""Taehuksan Do"", lat: 34.6886111, lng: 125.4358333, query: ""TAEHUKSAN_DO"")"
Taeyonp Yong Do,Coree du Sud,TAEYONP_YONG_DO,,,
Tailevu,Fidji,TAILEVU,-17.8269111,178.293248,"Harbor.create(name: ""Tailevu"", lat: -17.8269111, lng: 178.293248, query: ""TAILEVU"")"
Taiohae,France (Polynesie),TAIOHAE_SHOM,-8.9065496,-140.1035228,"Harbor.create(name: ""Taiohae"", lat: -8.9065496, lng: -140.1035228, query: ""TAIOHAE_SHOM"")"
Takamatsu,Japon,TAKAMATSU,34.3427879,134.046574,"Harbor.create(name: ""Takamatsu"", lat: 34.3427879, lng: 134.046574, query: ""TAKAMATSU"")"
Takoradi,Ghana,TAKORADI,4.9015794,-1.7830973,"Harbor.create(name: ""Takoradi"", lat: 4.9015794, lng: -1.7830973, query: ""TAKORADI"")"
Talara,Perou,TALARA,-4.581151999999999,-81.26289609999999,"Harbor.create(name: ""Talara"", lat: -4.581151999999999, lng: -81.26289609999999, query: ""TALARA"")"
Talcahuano,Chili,TALCAHUANO,-36.7247834,-73.1169808,"Harbor.create(name: ""Talcahuano"", lat: -36.7247834, lng: -73.1169808, query: ""TALCAHUANO"")"
Tamajarush,Maroc,TAMAJARUSH,,,
Tampico,Mexique,TAMPICO,22.2331041,-97.861099,"Harbor.create(name: ""Tampico"", lat: 22.2331041, lng: -97.861099, query: ""TAMPICO"")"
Tan-Tan,Maroc,TAN-TAN,28.4380408,-11.0987374,"Harbor.create(name: ""Tan-Tan"", lat: 28.4380408, lng: -11.0987374, query: ""TAN-TAN"")"
Tanger,Maroc,TANGER,35.7594651,-5.833954299999999,"Harbor.create(name: ""Tanger"", lat: 35.7594651, lng: -5.833954299999999, query: ""TANGER"")"
Tanger-Med,Maroc,TANGER_MED,35.891206,-5.494752,"Harbor.create(name: ""Tanger-Med"", lat: 35.891206, lng: -5.494752, query: ""TANGER_MED"")"
Tangoa,Vanuatu,TANGOA,-15.5932341,166.9916675,"Harbor.create(name: ""Tangoa"", lat: -15.5932341, lng: 166.9916675, query: ""TANGOA"")"
Tanjong Sedili,Malaisie,SEDILI,1.928058,104.1106129,"Harbor.create(name: ""Tanjong Sedili"", lat: 1.928058, lng: 104.1106129, query: ""SEDILI"")"
Tanjung Baram,Malaisie,TANJONG_BARAM,4.593333299999999,113.9769444,"Harbor.create(name: ""Tanjung Baram"", lat: 4.593333299999999, lng: 113.9769444, query: ""TANJONG_BARAM"")"
Tarente,Italie,TARANTO,40.46436060000001,17.2470303,"Harbor.create(name: ""Tarente"", lat: 40.46436060000001, lng: 17.2470303, query: ""TARANTO"")"
Tarifa,Espagne,TARIFA,36.0143209,-5.6044497,"Harbor.create(name: ""Tarifa"", lat: 36.0143209, lng: -5.6044497, query: ""TARIFA"")"
Tauranga,Nouvelle-Zelande,TAURANGA,-37.68779749999999,176.1651295,"Harbor.create(name: ""Tauranga"", lat: -37.68779749999999, lng: 176.1651295, query: ""TAURANGA"")"
Tawau,Malaisie,TAWAU,4.244651,117.8911861,"Harbor.create(name: ""Tawau"", lat: 4.244651, lng: 117.8911861, query: ""TAWAU"")"
Tema,Ghana,TEMA,5.7089238,0.0186555,"Harbor.create(name: ""Tema"", lat: 5.7089238, lng: 0.0186555, query: ""TEMA"")"
Terneuzen,Pays-Bas,TERNEUZEN,51.3322854,3.8324265,"Harbor.create(name: ""Terneuzen"", lat: 51.3322854, lng: 3.8324265, query: ""TERNEUZEN"")"
Terschelling,Pays-Bas,WEST-TERSCHELLING,53.3978747,5.3466786,"Harbor.create(name: ""Terschelling"", lat: 53.3978747, lng: 5.3466786, query: ""WEST-TERSCHELLING"")"
Thio,France (Nouvelle-Caledonie),THIO,,,
Thursday Island,Australie,THURSDAY_ISLAND,-10.5799169,142.2193906,"Harbor.create(name: ""Thursday Island"", lat: -10.5799169, lng: 142.2193906, query: ""THURSDAY_ISLAND"")"
Tianjin Xingang,Chine,DAGU,39.00637200000001,117.6852238,"Harbor.create(name: ""Tianjin Xingang"", lat: 39.00637200000001, lng: 117.6852238, query: ""DAGU"")"
Timaru,Nouvelle-Zelande,TIMARU,-44.3969718,171.2549729,"Harbor.create(name: ""Timaru"", lat: -44.3969718, lng: 171.2549729, query: ""TIMARU"")"
Toamasina (Tamatave),Madagascar,TOAMASINA,-18.1442811,49.3957836,"Harbor.create(name: ""Toamasina (Tamatave)"", lat: -18.1442811, lng: 49.3957836, query: ""TOAMASINA"")"
Tofino,Canada,TOFINO,49.1529842,-125.9066184,"Harbor.create(name: ""Tofino"", lat: 49.1529842, lng: -125.9066184, query: ""TOFINO"")"
Tokchok To,Coree du Sud,TOKCHOK_TO,,,
Tokuyama,Japon,TOKUYAMA,36.6959518,137.2136768,"Harbor.create(name: ""Tokuyama"", lat: 36.6959518, lng: 137.2136768, query: ""TOKUYAMA"")"
Tokyo,Japon,TOKYO,35.7090259,139.7319925,"Harbor.create(name: ""Tokyo"", lat: 35.7090259, lng: 139.7319925, query: ""TOKYO"")"
Toliara (Tulear),Madagascar,TOLIARA,-23.3516191,43.6854936,"Harbor.create(name: ""Toliara (Tulear)"", lat: -23.3516191, lng: 43.6854936, query: ""TOLIARA"")"
Tongyeong,Coree du Sud,TONGYEONG_CH_UNGMU,34.8544227,128.433182,"Harbor.create(name: ""Tongyeong"", lat: 34.8544227, lng: 128.433182, query: ""TONGYEONG_CH_UNGMU"")"
Topolobampo,Mexique,TOPOLOBAMPO,25.6006925,-109.0503685,"Harbor.create(name: ""Topolobampo"", lat: 25.6006925, lng: -109.0503685, query: ""TOPOLOBAMPO"")"
Touho,France (Nouvelle-Caledonie),TOUHO,,,
Toulon,France,TOULON,43.124228,5.928,"Harbor.create(name: ""Toulon"", lat: 43.124228, lng: 5.928, query: ""TOULON"")"
Townsville,Australie,TOWNSVILLE,-19.2589635,146.8169483,"Harbor.create(name: ""Townsville"", lat: -19.2589635, lng: 146.8169483, query: ""TOWNSVILLE"")"
Trebeurden,France,TREBEURDEN,48.769253,-3.566092,"Harbor.create(name: ""Trebeurden"", lat: 48.769253, lng: -3.566092, query: ""TREBEURDEN"")"
Treguier,France,TREGUIER,48.7875439,-3.2307769,"Harbor.create(name: ""Treguier"", lat: 48.7875439, lng: -3.2307769, query: ""TREGUIER"")"
Trehiguier,France,TREHIGUIER,48.7875439,-3.2307769,"Harbor.create(name: ""Trehiguier"", lat: 48.7875439, lng: -3.2307769, query: ""TREHIGUIER"")"
Trez-Hir,France,TREZ-HIR,48.34752,-4.706493,"Harbor.create(name: ""Trez-Hir"", lat: 48.34752, lng: -4.706493, query: ""TREZ-HIR"")"
Trieste,Italie,TRIESTE,45.6495264,13.7768182,"Harbor.create(name: ""Trieste"", lat: 45.6495264, lng: 13.7768182, query: ""TRIESTE"")"
Trincomalee,Sri Lanka,TRINCOMALEE,8.5873638,81.2152121,"Harbor.create(name: ""Trincomalee"", lat: 8.5873638, lng: 81.2152121, query: ""TRINCOMALEE"")"
Tristan da Cunha,Royaume-Uni,TRISTAN_DA_CUNHA,-37.1052489,-12.2776838,"Harbor.create(name: ""Tristan da Cunha"", lat: -37.1052489, lng: -12.2776838, query: ""TRISTAN_DA_CUNHA"")"
Trois Rivieres,Canada,TROIS_RIVIERES,46.3546803,-72.5837866,"Harbor.create(name: ""Trois Rivieres"", lat: 46.3546803, lng: -72.5837866, query: ""TROIS_RIVIERES"")"
Tromso,Norvege,TROMSO,69.6492047,18.9553238,"Harbor.create(name: ""Tromso"", lat: 69.6492047, lng: 18.9553238, query: ""TROMSO"")"
Trondheim,Norvege,TRONDHEIM,63.4305149,10.3950528,"Harbor.create(name: ""Trondheim"", lat: 63.4305149, lng: 10.3950528, query: ""TRONDHEIM"")"
Tubarao,Bresil,TUBARAO,-28.4718138,-49.0148571,"Harbor.create(name: ""Tubarao"", lat: -28.4718138, lng: -49.0148571, query: ""TUBARAO"")"
Tuktoyaktuk,Canada,TUKTOYAKTUK,69.445358,-133.034181,"Harbor.create(name: ""Tuktoyaktuk"", lat: 69.445358, lng: -133.034181, query: ""TUKTOYAKTUK"")"
Tutoia,Bresil,TUTOIA,-2.7617832,-42.2759064,"Harbor.create(name: ""Tutoia"", lat: -2.7617832, lng: -42.2759064, query: ""TUTOIA"")"
Twin Island,Australie,TWIN_ISLAND,,,
Ujungpandang (Makassar),Indonesie,UJUNGPANDANG,-5.147665099999999,119.4327314,"Harbor.create(name: ""Ujungpandang (Makassar)"", lat: -5.147665099999999, lng: 119.4327314, query: ""UJUNGPANDANG"")"
Ullapool,Royaume-Uni,ULLAPOOL,57.895418,-5.161313,"Harbor.create(name: ""Ullapool"", lat: 57.895418, lng: -5.161313, query: ""ULLAPOOL"")"
Ulleungdo,Coree du Sud,ULNEUNG_DO,37.4844171,130.9058002,"Harbor.create(name: ""Ulleungdo"", lat: 37.4844171, lng: 130.9058002, query: ""ULNEUNG_DO"")"
Ulsan,Coree du Sud,ULSAN,35.5383773,129.3113596,"Harbor.create(name: ""Ulsan"", lat: 35.5383773, lng: 129.3113596, query: ""ULSAN"")"
Umm al Hatab,Emirats Arabes Unis,UMM_AL_HATAB,24.2162046,51.86416089999999,"Harbor.create(name: ""Umm al Hatab"", lat: 24.2162046, lng: 51.86416089999999, query: ""UMM_AL_HATAB"")"
Unalaska island,Etats-Unis (Aleoutiennes),KASHEGA_BAY_UNALASKA,53.58282819999999,-166.8882779,"Harbor.create(name: ""Unalaska island"", lat: 53.58282819999999, lng: -166.8882779, query: ""KASHEGA_BAY_UNALASKA"")"
Unggi (Sonbong),Coree du Nord,YUKI,42.3394444,130.4322222,"Harbor.create(name: ""Unggi (Sonbong)"", lat: 42.3394444, lng: 130.4322222, query: ""YUKI"")"
Uno,Japon,UNO,34.4855827,133.9423706,"Harbor.create(name: ""Uno"", lat: 34.4855827, lng: 133.9423706, query: ""UNO"")"
Urakawa,Japon,URAKAWA,42.1685159,142.7681204,"Harbor.create(name: ""Urakawa"", lat: 42.1685159, lng: 142.7681204, query: ""URAKAWA"")"
Ushuaia,Argentine,BAHIA_USHUAIA,-54.8019121,-68.3029511,"Harbor.create(name: ""Ushuaia"", lat: -54.8019121, lng: -68.3029511, query: ""BAHIA_USHUAIA"")"
Usuyong,Coree du Sud,USUYONG,,,
Uwajima,Japon,UWAJIMA,33.2233404,132.5605575,"Harbor.create(name: ""Uwajima"", lat: 33.2233404, lng: 132.5605575, query: ""UWAJIMA"")"
Vairao Oututaata,France (Polynesie),VAIRAO_OUTUTAATA,,,
Valdez,Etats-Unis (Alaska),PORT_VALDEZ,61.13083330000001,-146.3483333,"Harbor.create(name: ""Valdez"", lat: 61.13083330000001, lng: -146.3483333, query: ""PORT_VALDEZ"")"
Valparaiso,Chili,VALPARAISO,-33.047238,-71.61268849999999,"Harbor.create(name: ""Valparaiso"", lat: -33.047238, lng: -71.61268849999999, query: ""VALPARAISO"")"
Vancouver,Canada,VANCOUVER,49.2827291,-123.1207375,"Harbor.create(name: ""Vancouver"", lat: 49.2827291, lng: -123.1207375, query: ""VANCOUVER"")"
Vannes,France,VANNES,47.658236,-2.760847,"Harbor.create(name: ""Vannes"", lat: 47.658236, lng: -2.760847, query: ""VANNES"")"
Vardo,Norvege,VARDO,70.3706399,31.1095471,"Harbor.create(name: ""Vardo"", lat: 70.3706399, lng: 31.1095471, query: ""VARDO"")"
Venise (Venezia),Italie,VENEZIA,45.4408474,12.3155151,"Harbor.create(name: ""Venise (Venezia)"", lat: 45.4408474, lng: 12.3155151, query: ""VENEZIA"")"
Vera Cruz,Mexique,VERA_CRUZ,19.173773,-96.1342241,"Harbor.create(name: ""Vera Cruz"", lat: 19.173773, lng: -96.1342241, query: ""VERA_CRUZ"")"
Veraval,Inde,VERAVAL,20.9158979,70.3628516,"Harbor.create(name: ""Veraval"", lat: 20.9158979, lng: 70.3628516, query: ""VERAVAL"")"
Viana do Castelo,Portugal,VIANA_DO_CASTELO,41.6918275,-8.8344101,"Harbor.create(name: ""Viana do Castelo"", lat: 41.6918275, lng: -8.8344101, query: ""VIANA_DO_CASTELO"")"
Victoria,Canada,VICTORIA,48.4284207,-123.3656444,"Harbor.create(name: ""Victoria"", lat: 48.4284207, lng: -123.3656444, query: ""VICTORIA"")"
Victoria Harbour (Labuan I.),Malaisie,LABUAN_VICTORIA_HARBOUR,5.27,115.2422222,"Harbor.create(name: ""Victoria Harbour (Labuan I.)"", lat: 5.27, lng: 115.2422222, query: ""LABUAN_VICTORIA_HARBOUR"")"
Vieux-Boucau,France,VIEUX-BOUCAU,43.785811,-1.400962,"Harbor.create(name: ""Vieux-Boucau"", lat: 43.785811, lng: -1.400962, query: ""VIEUX-BOUCAU"")"
Vigo,Espagne,VIGO,42.24059889999999,-8.7207268,"Harbor.create(name: ""Vigo"", lat: 42.24059889999999, lng: -8.7207268, query: ""VIGO"")"
Vila Real de San Antonio,Portugal,VILA_REAL_DE_SAN_ANTONIO,37.1937172,-7.4209255,"Harbor.create(name: ""Vila Real de San Antonio"", lat: 37.1937172, lng: -7.4209255, query: ""VILA_REAL_DE_SAN_ANTONIO"")"
Vila do Chinde,Mozambique,CHINDE,-18.5846771,36.4607823,"Harbor.create(name: ""Vila do Chinde"", lat: -18.5846771, lng: 36.4607823, query: ""CHINDE"")"
Vila do Porto (S. Maria),Portugal,VILA_DO_PORTO,36.9568037,-25.1412316,"Harbor.create(name: ""Vila do Porto (S. Maria)"", lat: 36.9568037, lng: -25.1412316, query: ""VILA_DO_PORTO"")"
Villagarcia de Arosa,Espagne,VILLAGARCIA,42.5953513,-8.7659082,"Harbor.create(name: ""Villagarcia de Arosa"", lat: 42.5953513, lng: -8.7659082, query: ""VILLAGARCIA"")"
Vishakhapatnam,Inde,VISHAKHAPATNAM,17.6868159,83.2184815,"Harbor.create(name: ""Vishakhapatnam"", lat: 17.6868159, lng: 83.2184815, query: ""VISHAKHAPATNAM"")"
Vitoria,Bresil,VITORIA,-20.2976178,-40.2957768,"Harbor.create(name: ""Vitoria"", lat: -20.2976178, lng: -40.2957768, query: ""VITORIA"")"
Vladivostok,Federation de Russie,VLADIVOSTOK,43.1737387,132.0064506,"Harbor.create(name: ""Vladivostok"", lat: 43.1737387, lng: 132.0064506, query: ""VLADIVOSTOK"")"
Vlissingen,Pays-Bas,VLISSINGEN,51.4536672,3.5709125,"Harbor.create(name: ""Vlissingen"", lat: 51.4536672, lng: 3.5709125, query: ""VLISSINGEN"")"
Wadrilla Ouvea,France (Nouvelle-Caledonie),WADRILLA_OUVEA,-20.596022,166.5647174,"Harbor.create(name: ""Wadrilla Ouvea"", lat: -20.596022, lng: 166.5647174, query: ""WADRILLA_OUVEA"")"
Wakamatsu,Japon,YAWATA,35.6787132,139.9935844,"Harbor.create(name: ""Wakamatsu"", lat: 35.6787132, lng: 139.9935844, query: ""YAWATA"")"
Wakayama,Japon,WAKAYAMA,34.2305113,135.1708083,"Harbor.create(name: ""Wakayama"", lat: 34.2305113, lng: 135.1708083, query: ""WAKAYAMA"")"
Wallaroo,Australie,WALLAROO,-33.9310843,137.6333342,"Harbor.create(name: ""Wallaroo"", lat: -33.9310843, lng: 137.6333342, query: ""WALLAROO"")"
Wallis,France (Wallis et Futuna),WALLIS_MATA_UTU,,,
Walvis Bay (Walvisbaai),Namibie,WALVIS_BAY,-22.9540209,14.5016299,"Harbor.create(name: ""Walvis Bay (Walvisbaai)"", lat: -22.9540209, lng: 14.5016299, query: ""WALVIS_BAY"")"
Wan Do,Coree du Sud,WANDO,34.3110596,126.7550541,"Harbor.create(name: ""Wan Do"", lat: 34.3110596, lng: 126.7550541, query: ""WANDO"")"
Washington D.C,Etats-Unis,WASHINGTON,38.9071923,-77.0368707,"Harbor.create(name: ""Washington D.C"", lat: 38.9071923, lng: -77.0368707, query: ""WASHINGTON"")"
Wasini Island,Kenya,WASIN_ISLAND,-4.6578924,39.3645971,"Harbor.create(name: ""Wasini Island"", lat: -4.6578924, lng: 39.3645971, query: ""WASIN_ISLAND"")"
We (Lifou),France (Nouvelle-Caledonie),WE_LIFOU,-20.9188891,167.2649405,"Harbor.create(name: ""We (Lifou)"", lat: -20.9188891, lng: 167.2649405, query: ""WE_LIFOU"")"
Weihai,Chine,WEIHAI,37.513068,122.12042,"Harbor.create(name: ""Weihai"", lat: 37.513068, lng: 122.12042, query: ""WEIHAI"")"
Weipa,Australie,WEIPA,-12.6492936,141.8469901,"Harbor.create(name: ""Weipa"", lat: -12.6492936, lng: 141.8469901, query: ""WEIPA"")"
Wellington,Nouvelle-Zelande,WELLINGTON,-41.2864603,174.776236,"Harbor.create(name: ""Wellington"", lat: -41.2864603, lng: 174.776236, query: ""WELLINGTON"")"
Westport,Nouvelle-Zelande,WESTPORT,-41.7545216,171.6058903,"Harbor.create(name: ""Westport"", lat: -41.7545216, lng: 171.6058903, query: ""WESTPORT"")"
Wewak,Papouasie-Nouvelle-Guinee,WEWAK,-3.5800229,143.6583166,"Harbor.create(name: ""Wewak"", lat: -3.5800229, lng: 143.6583166, query: ""WEWAK"")"
Whyalla,Australie,WHYALLA,-33.0379671,137.5753107,"Harbor.create(name: ""Whyalla"", lat: -33.0379671, lng: 137.5753107, query: ""WHYALLA"")"
Wick,Royaume-Uni,WICK,58.438936,-3.093716,"Harbor.create(name: ""Wick"", lat: 58.438936, lng: -3.093716, query: ""WICK"")"
Wilhelmshaven,Allemagne,WILHELMSHAVEN,53.53234029999999,8.1068722,"Harbor.create(name: ""Wilhelmshaven"", lat: 53.53234029999999, lng: 8.1068722, query: ""WILHELMSHAVEN"")"
Willemstad (Curacao I.),Antilles Neerlandaises,WILLEMSTAD_CURACAO,12.1224221,-68.8824233,"Harbor.create(name: ""Willemstad (Curacao I.)"", lat: 12.1224221, lng: -68.8824233, query: ""WILLEMSTAD_CURACAO"")"
Willets Point,Etats-Unis,WILLETS_POINT,40.7606911,-73.840436,"Harbor.create(name: ""Willets Point"", lat: 40.7606911, lng: -73.840436, query: ""WILLETS_POINT"")"
Wilmington,Etats-Unis,WILMINGTON,34.2257255,-77.9447102,"Harbor.create(name: ""Wilmington"", lat: 34.2257255, lng: -77.9447102, query: ""WILMINGTON"")"
Wissant,France,WISSANT,50.885777,1.662474,"Harbor.create(name: ""Wissant"", lat: 50.885777, lng: 1.662474, query: ""WISSANT"")"
Wonsan,Coree du Nord,WONSAN,39.1538529,127.4460001,"Harbor.create(name: ""Wonsan"", lat: 39.1538529, lng: 127.4460001, query: ""WONSAN"")"
Wusong,Chine,WUSONG,28.895435,90.84599999999999,"Harbor.create(name: ""Wusong"", lat: 28.895435, lng: 90.84599999999999, query: ""WUSONG"")"
Wyndham,Australie,WYNDHAM,-15.4825,128.122778,"Harbor.create(name: ""Wyndham"", lat: -15.4825, lng: 128.122778, query: ""WYNDHAM"")"
Xiamen,Chine,XIAMEN,24.479834,118.089425,"Harbor.create(name: ""Xiamen"", lat: 24.479834, lng: 118.089425, query: ""XIAMEN"")"
Yamba - Iluka,Australie,YAMBA,-29.4173576,153.3476128,"Harbor.create(name: ""Yamba - Iluka"", lat: -29.4173576, lng: 153.3476128, query: ""YAMBA"")"
Yarmouth,Canada,YARMOUTH,43.8374576,-66.11738199999999,"Harbor.create(name: ""Yarmouth"", lat: 43.8374576, lng: -66.11738199999999, query: ""YARMOUTH"")"
Yeosu,Coree du Sud,YOSU,34.7603737,127.6622221,"Harbor.create(name: ""Yeosu"", lat: 34.7603737, lng: 127.6622221, query: ""YOSU"")"
Yingkou,Chine,YINGKOU,40.667012,122.235418,"Harbor.create(name: ""Yingkou"", lat: 40.667012, lng: 122.235418, query: ""YINGKOU"")"
Yokkaichi,Japon,YOKKAICHI,34.9651567,136.6244847,"Harbor.create(name: ""Yokkaichi"", lat: 34.9651567, lng: 136.6244847, query: ""YOKKAICHI"")"
Yokohama,Japon,YOKOHAMA,35.4437078,139.6380256,"Harbor.create(name: ""Yokohama"", lat: 35.4437078, lng: 139.6380256, query: ""YOKOHAMA"")"
Yokosuka,Japon,YOKOSUKA,35.2813412,139.6722005,"Harbor.create(name: ""Yokosuka"", lat: 35.2813412, lng: 139.6722005, query: ""YOKOSUKA"")"
Zadar,Croatie,ZADAR,44.119371,15.2313648,"Harbor.create(name: ""Zadar"", lat: 44.119371, lng: 15.2313648, query: ""ZADAR"")"
Zafarana,Egypte,ZAFARANA,29.115179,32.65749,"Harbor.create(name: ""Zafarana"", lat: 29.115179, lng: 32.65749, query: ""ZAFARANA"")"
Zaliv Baykal,Federation de Russie,ZALIV_BAYKAL,53.4728704,142.4191007,"Harbor.create(name: ""Zaliv Baykal"", lat: 53.4728704, lng: 142.4191007, query: ""ZALIV_BAYKAL"")"
Zaliv Tukharka,Federation de Russie,ZALIV_TUKHARKA,,,
Zanzibar,Tanzanie,ZANZIBAR,-6.165916999999999,39.202641,"Harbor.create(name: ""Zanzibar"", lat: -6.165916999999999, lng: 39.202641, query: ""ZANZIBAR"")"
Zeebrugge,Belgique,ZEEBRUGGE,51.3189468,3.2068507,"Harbor.create(name: ""Zeebrugge"", lat: 51.3189468, lng: 3.2068507, query: ""ZEEBRUGGE"")"
Zhanjiang Gang,Chine,ZHANJIANG,21.1,110.4666667,"Harbor.create(name: ""Zhanjiang Gang"", lat: 21.1, lng: 110.4666667, query: ""ZHANJIANG"")"
